source,target,original_relation,normalized_relation,PubMedID
skov3 ovarian cancer,scid mouse,located_in,located_in,34255109
nfb,skov3 ovarian cancer,realized in,realized in,34255109
artemisinin compound,nanoprodrug,may_treat,may_treat,34254767
nanoprodrug,tumor,may_treat,may_treat,34254767
nanoprodrug,tumor microenvironment,located_in,located_in,34254767
nanoprodrug,glutathione concentration,surrounded_by,surrounded_by,34254767
30 candidate snp,20 methotrexate pathway gene,associated with,drug associated with AE,34254644
tyms 6 bp di ii rs151264360,highdose methotrexaterelated hepatotoxicity,associated with,drug associated with AE,34254644
mthfd1 1958 ga aa rs2236225,highdose methotrexaterelated hepatotoxicity,associated with,drug associated with AE,34254644
ccnd1 870 ga gg rs9344,highdose methotrexaterelated hepatotoxicity,associated with,drug associated with AE,34254644
abcc2 intron 29 ga gg rs3740065,highdose methotrexaterelated hepatotoxicity,associated with,drug associated with AE,34254644
pi3kaktmtor inhibitor,ovarian cancer,may_treat,may_treat,34253390
pi3kaktmtor inhibitor,drugrelated grade 3 and 4 adverse event,drug associated with AE,drug associated with AE,34253390
pi3kaktmtor inhibitor,pi3kaktmtor biomarkers,may_predict,may_predict,34253390
pi3kaktmtor biomarkers,therapy response,may_predict,may_predict,34253390
pi3kaktmtor biomarkers,pten protein expression,may_predict,may_predict,34253390
multiple myeloma,immunotherapy,may_treat,may_treat,34253136
immunotherapy,pdl1 axis,realizes,realizes,34253136
pdl1 axis,checkpoint inhibitor,realizes,realizes,34253136
checkpoint inhibitor,immunomodulatory drug,may_prevent,may_prevent,34253136
checkpoint inhibitor,toxicity,induces,induces,34253136
toxicity,predictive marker,may_prevent,may_prevent,34253136
checkpoint inhibitor,proteasome inhibitor,may_prevent,may_prevent,34253136
checkpoint inhibitor,monoclonal antibody,may_prevent,may_prevent,34253136
antipd1,tcell engager,connected to,connected to,34253136
tcell engager,cart cell,connected to,connected to,34253136
romidepsin,lenalidomide,treated with drug,treated with drug,34251048
lenalidomide,carfilzomib,treated with drug,treated with drug,34251048
romidepsin,lymphoma,may_treat,may_treat,34251048
lenalidomide,lymphoma,may_treat,may_treat,34251048
carfilzomib,lymphoma,may_treat,may_treat,34251048
lymphoma,neutropenia,adverse event occurs in,adverse event occurs in,34251048
lymphoma,thrombocytopenia,adverse event occurs in,adverse event occurs in,34251048
lymphoma,electrolyte abnormality,adverse event occurs in,adverse event occurs in,34251048
lymphoma,progression free survival,realized in,realized in,34251048
progression free survival,allogeneic transplant,produces,produces,34251048
lenvatinib,Arterial hypertension,drug associated with AE,drug associated with AE,34250737
lenvatinib,Decreased appetite,drug associated with AE,drug associated with AE,34250737
lenvatinib,Handfoot skin reaction,drug associated with AE,drug associated with AE,34250737
Arterial hypertension,overall survival,induces,induces,34250737
Decreased appetite,overall survival,induces,induces,34250737
Handfoot skin reaction,progression-free survival,induces,induces,34250737
seribantumab,human epidermal growth factor receptor 3,treated with drug,treated with drug,34250553
human epidermal growth factor receptor 3,tumor cell,induces,induces,34250553
phase 1 study,patient,occurs in,occurs in,34250553
patient,solid tumor,has disease,has disease,34250553
dose cohort,seribantumab,has part,has part,34250553
monoclonal antibody,patient,occurs in patient treated with drug,occurs in patient treated with drug,34250553
objective response rate,seribantumab,realized in,realized in,34250553
safety,seribantumab,protects,protects,34250553
doselimiting toxicity,seribantumab,protects,protects,34250553
pharmacokinetics,seribantumab,realized in,realized in,34250553
patient enrollment,patient,occurs in,occurs in,34250553
steady state concentration,seribantumab,realized in,realized in,34250553
immune checkpoint inhibitor,cancer,treated with drug,treated with drug,34247513
adverse event,nervous system,adverse event occurs in,adverse event occurs in,34247513
immunerelated autonomic neuropathy,nervous system,adverse event occurs in,adverse event occurs in,34247513
intestinal pseudoobstruction,immunerelated autonomic neuropathy,induced_by,induced_by,34247513
enteric plexus neuropathy,pd-l1 blockade,induced_by,induced_by,34247513
enteric plexus neuropathy,small cell lung cancer,has disease,has disease,34247513
enteric nerve damage,small cell lung cancer,has disease,has disease,34247513
chemotherapy drug,cancer cell,treated with drug,treated with drug,34245737
nanocarrier,cancer cell,drug associated with AE,drug associated with AE,34245737
cd73,cancer cell,induces,induces,34245737
doxorubicin,cancer cell,may_treat,may_treat,34245737
nanocarrier,tumor microenvironment,located_in,located_in,34245737
nanocarrier,tumorbearing mouse,drug associated with AE in animal model,drug associated with AE,34245737
testicular germ cell tumor,cisplatin,drug associated with AE,drug associated with AE,34245663
cisplatin,chemotherapy,treated with drug,treated with drug,34245663
chemotherapy,cardiovascular disease,adverse event occurs in,adverse event occurs in,34245663
chemotherapy,metabolic disease,adverse event occurs in,adverse event occurs in,34245663
chemotherapy,secondary cancer,adverse event occurs in,adverse event occurs in,34245663
chemotherapy,nephrotoxicity,adverse event occurs in,adverse event occurs in,34245663
chemotherapy,neurotoxicity,adverse event occurs in,adverse event occurs in,34245663
exercise,chemotherapy,may_prevent,may_prevent,34245663
obesity,colorectal cancer,may_prevent,may_prevent,34245224
phytochemical garcinol,colorectal cancer,may_prevent,may_prevent,34245224
phytochemical garcinol,garcinia plant,produced_by,produced_by,34245224
high-fat diet,colitis-associated colon cancer,induces,induces,34245224
AOM (azoxymethane)/DSS (dextran sodium sulfate),colitis-associated colon cancer,induced_by,induced_by,34245224
obesity,colitis-associated colon cancer,induces,induces,34245224
phytochemical garcinol,colitis-associated colon cancer,may_treat,may_treat,34245224
microbiota,genus alistipes,has part,has part,34245224
microbiota,genus romboutsia,has part,has part,34245224
microbiota,genus ruminococcus,has part,has part,34245224
Thyroid immune-related adverse event (Thyroid IRAE),Immune checkpoint inhibitor (CPI) therapy,may_treat,may_treat,34244291
Genetic risk for hypothyroidism,Thyroid immune-related adverse event (Thyroid IRAE),associated with,drug associated with AE,34244291
Thyroid immune-related adverse event (Thyroid IRAE),Antipd1 therapy,may_treat,may_treat,34244291
methotrexate,antineoplastic agent,drug associated with AE,drug associated with AE,34244200
methotrexate,immunosuppressive agent,drug associated with AE,drug associated with AE,34244200
young adult,cancer and leukaemia group b 10403 treatment protocol,treated with drug,treated with drug,34244200
bcell acute lymphoblastic leukaemia,methotrexate,drug associated with AE in adult,drug associated with AE in adult,34244200
methotrexate,pancytopaenia,drug AE occurs in,drug AE occurs in,34244200
methotrexate,dermatologic toxicity,drug AE occurs in,drug AE occurs in,34244200
methotrexate,methotrexate toxicity,drug AE occurs in,drug AE occurs in,34244200
methotrexate,leucovorin therapy,may prevent,may_prevent,34244200
pembrolizumab,axitinib,treated with drug,treated with drug,34244116
pembrolizumab,renal cell carcinoma,may_treat,may_treat,34244116
axitinib,renal cell carcinoma,may_treat,may_treat,34244116
sunitinib,renal cell carcinoma,may_treat,may_treat,34244116
renal cell carcinoma,hepatic adverse event,has disease,has disease,34244116
hepatic adverse event,alanine aminotransferase,has part,has part,34244116
hepatic adverse event,corticosteroid,may_prevent,may_prevent,34244116
topoisomerase1 inhibitor,crlx101,drug associated with AE,drug associated with AE,34243976
crlx101,camptothecin,composed primarily of,composed primarily of,34243976
crlx101,nanoparticles,composed primarily of,composed primarily of,34243976
nanoparticles,cancer cell,connected to,connected to,34243976
crlx101,bevacizumab,may_treat,may_treat,34243976
cancer cell,ovarian cancer,has disease,has disease,34243976
crlx101,nausea,adverse event occurs in,adverse event occurs in,34243976
crlx101,fatigue,adverse event occurs in,adverse event occurs in,34243976
crlx101,anemia,adverse event occurs in,adverse event occurs in,34243976
bevacizumab,hypertension,adverse event occurs in,adverse event occurs in,34243976
bevacizumab,bladder toxicity,adverse event occurs in,adverse event occurs in,34243976
peptide receptor radionuclide therapy,patient,may_treat,may_treat,34242948
177luludotatate,kidney,induced_by,induced_by,34242948
kidney,radiation nephropathy,source,source,34242948
kidney,hematologic toxicity,source,source,34242948
docetaxel,haematological toxicity,may_cause,may_cause,34242474
cabazitaxel,haematological toxicity,may_cause,may_cause,34242474
patient,sepsis,may_develop_into,develops_into,34242474
proteolysis targeting chimera protacs,drug development,example of usage,example of usage,34240523
heterobifunctional protac molecule,membrane permeability,may affect,may affect,34240523
heterobifunctional protac molecule,in vivo efficacy,may affect,may affect,34240523
aptamerprotac conjugation approach,tumorspecific targeting ability,may enhance,may enhance,34240523
aptamerprotac conjugation approach,in vivo antitumor potency,may enhance,may enhance,34240523
conventional protacs,proof of concept,part of,part of,34240523
bettargeting protac,nucleic acid aptamer as1411,connected to,connected to,34240523
nucleic acid aptamer as1411,cleavable linker,connected to,connected to,34240523
mcf7 xenograft model,bet degradation,realized in,realized in,34240523
mcf7 xenograft model,antitumor potency,realized in,realized in,34240523
mcf7 xenograft model,toxicity,realized in,realized in,34240523
apc strategy,tumorspecific targeting protacs,may lead to,anteriorly connected to,34240523
apc strategy,protacbased drug,may lead to,anteriorly connected to,34240523
locally recurrent pancreatic cancer,stereotactic body radiotherapy,may_treat,may_treat,34237249
stereotactic body radiotherapy,pembrolizumab,treated with drug,treated with drug,34237249
stereotactic body radiotherapy,trametinib,treated with drug,treated with drug,34237249
pancreatic ductal adenocarcinoma,mutant kras,has part,has part,34237249
pancreatic ductal adenocarcinoma,positive immunohistochemical staining of pdl,has part,has part,34237249
mfolfirinox,chemotherapy,may_treat,may_treat,34237249
fluorouracil,chemotherapy,may_treat,may_treat,34237249
gemcitabine,intravenous,has part,has part,34237249
gemcitabine,oral,has part,has part,34237249
overall survival,locally recurrent pancreatic cancer,realized in,realized in,34237249
adverse effect,increased alanine aminotransferase,adverse event occurs in,adverse event occurs in,34237249
adverse effect,aspartate aminotransferase,adverse event occurs in,adverse event occurs in,34237249
adverse effect,increased blood bilirubin,adverse event occurs in,adverse event occurs in,34237249
adverse effect,neutropenia,adverse event occurs in,adverse event occurs in,34237249
adverse effect,thrombocytopenia,adverse event occurs in,adverse event occurs in,34237249
transarterial chemoembolization,lenvatinib,treated with drug,treated with drug,34237154
transarterial chemoembolization,sorafenib,treated with drug,treated with drug,34237154
patient,hepatocellular carcinoma,has disease,has disease,34237154
patient,portal vein tumor thrombus,has disease,has disease,34237154
highdose methotrexate,cytarabine,treated with drug,treated with drug,34236556
cytarabine,wholebrain radiotherapy,may_treat,may_treat,34236556
sarscov2 vaccine,bnt162b2 vaccine,drug associated with,drug associated with AE,34236381
cancer patient,bnt162b2 vaccine,treated with drug,treated with drug,34236381
cancer patient,Israel,located_in,located_in,34236381
cancer patient,Rambam Health Care Campus,located_in,located_in,34236381
cancer patient,oncology division,located_in,located_in,34236381
cancer patient,blood cell count,medical test,medical test,34236381
cancer patient,liver enzyme level,medical test,medical test,34236381
cancer patient,imaging study,medical test,medical test,34236381
cancer patient,leukopenia,medical condition,medical condition,34236381
cancer patient,COVID-19 infection,has disease,has disease,34236381
folic acid,methotrexate,drug associated with AE,drug associated with AE,34235555
methotrexate,acute lymphoblastic leukemia,may_treat,may_treat,34235555
folic acid,toxicity,may_cause,may_cause,34235555
folic acid,hospitalization,may_reduce,may_reduce,34235555
trichloroethylene,hepatocellular carcinoma,drug associated with AE,drug associated with AE,34233590
curcumin,hepatocellular carcinoma,may_treat,may_treat,34233590
trichloroethylene,IL-6R,induced_by,induced_by,34233590
IL-6R,STAT3,connected to,connected to,34233590
STAT3,snail,connected to,connected to,34233590
STAT3,survivin,connected to,connected to,34233590
STAT3,cyclin D1,connected to,connected to,34233590
metastatic urothelial carcinoma,chemotherapy,may_treat,may_treat,34232950
checkpoint inhibitor,chemotherapy,may_treat,may_treat,34232950
carboplatin,paclitaxel,combined with,drug associated with AE,34232950
carboplatin,pembrolizumab,combined with,drug associated with AE,34232950
paclitaxel,pembrolizumab,combined with,drug associated with AE,34232950
Granulocyte colony-stimulating factor (GCSF),Acute respiratory distress syndrome,may cause,may cause,34232946
camrelizumab,apatinib,treated with drug,treated with drug,34232941
camrelizumab,liver cancer,may_treat,may_treat,34232941
apatinib,liver cancer,may_treat,may_treat,34232941
peripheral blood parameter,tumor response rate,correlation,correlation,34232941
blood routine test,disease progression,may_diagnose,may_diagnose,34232941
adverse event,disease progression,adverse event outcome,adverse event outcome,34232941
lymphocyte to monocyte ratio,tumor response rate,correlation,correlation,34232941
prognostic nutritional index,tumor response rate,correlation,correlation,34232941
immunotherapy,liver cancer,may_treat,may_treat,34232941
targeted therapy,liver cancer,may_treat,may_treat,34232941
neuroendocrine carcinoma,irinotecan,treated with drug,treated with drug,34231124
neuroendocrine carcinoma,platinum plus etoposide regimen,may_treat,may_treat,34231124
extrapulmonary NEC patient,irinotecan,treated with drug,treated with drug,34231124
irinotecan,neutropenia,induced_by,induced_by,34231124
irinotecan,anemia,induced_by,induced_by,34231124
irinotecan,nausea,induced_by,induced_by,34231124
osteosarcoma,polychemotherapy,treated with drug,treated with drug,34229968
polychemotherapy,nephrotoxic drug,drug associated with AE,drug associated with AE,34229968
nephrotoxic drug,chronic kidney disease,adverse event occurs in,adverse event occurs in,34229968
chronic kidney disease,dialysis,may_treat,may_treat,34229968
pediatric patient,chronic kidney disease,occurs in patient,occurs in,34229968
chondroblastic osteosarcoma,chronic kidney disease,has disease,has disease,34229968
renal toxicity,specific risk factor,may_diagnose,may_diagnose,34229968
cancer,genetic disorder,has disease,has disease,34229596
cancer,metabolic disorder,has disease,has disease,34229596
cancer therapy,tumor cell metabolism,induced_by,induced_by,34229596
cancer therapy,toxicity to normal tissue,adverse event occurs in,adverse event occurs in,34229596
cancer therapy,multidrug resistance development,induces,induces,34229596
thiazolidinone nucleus,biotargets,may_treat,may_treat,34229596
thiazolidinone nucleus,breast cancer,may_treat,may_treat,34229596
thiazolidinone nucleus,prostate cancer,may_treat,may_treat,34229596
thiazolidinone nucleus,lung cancer,may_treat,may_treat,34229596
thiazolidinone nucleus,colorectal cancer,may_treat,may_treat,34229596
thiazolidinone nucleus,colon cancer,may_treat,may_treat,34229596
thiazolidinone nucleus,renal cell adenocarcinoma,may_treat,may_treat,34229596
thiazolidinone nucleus,glioma,may_treat,may_treat,34229596
thiazolidinone nucleus,nanocarrier system,may_prevent,may_prevent,34229596
thiazolidinone nucleus,adverse effect,protects,protects,34229596
thiazolidinone nucleus,drug resistance development,protects,protects,34229596
thiazolidinone nucleus,personalized pharmacotherapy,may_prevent,may_prevent,34229596
literature survey,thiazolidinone derivative,example of usage,example of usage,34229596
Unresectable Stage III Squamous Cell Lung Cancer,Nimotuzumab,drug associated with AE,drug associated with AE,34229051
Nimotuzumab,Chemoradiation Therapy,treated with drug,treated with drug,34229051
Chemoradiation Therapy,Docetaxel,treated with drug,treated with drug,34229051
Chemoradiation Therapy,Cisplatin,treated with drug,treated with drug,34229051
Nimotuzumab,Brain Metastasis,protects,protects,34229051
Nimotuzumab,Pneumonitis,adverse event occurs in,adverse event occurs in,34229051
Nimotuzumab,Esophagitis,adverse event occurs in,adverse event occurs in,34229051
calaspargase pegol,pegaspargase,drug associated with AE,drug associated with AE,34228505
acute lymphoblastic leukemia,danafarber cancer institute,located_in,located_in,34228505
nonfluorescent peptide,fluorescent peptide nanoparticles,self-assembly,self-assembly,34227796
pharmacologically inactive peptide,fluorescent peptide nanoparticles,construct,construct,34227796
tumor-targeting peptide,fluorescent peptide nanoparticles,construct,construct,34227796
antitumor dipeptide carnosine,fluorescent carnosine nanoparticles,self-assembly,self-assembly,34227796
antitumor dipeptide carnosine,zinc ion,presence of,bounding layer of,34227796
fluorescent carnosine nanoparticles,visible and near-infrared range,exhibit fluorescence,exhibit fluorescence,34227796
fluorescent carnosine nanoparticles,fibroblast cell,biocompatible,biocompatible,34227796
fluorescent carnosine nanoparticles,major organ,negligible toxicity,negligible toxicity,34227796
adjuvant concurrent chemoradiotherapy,fluorouracil,treated with drug,treated with drug,34226296
gastric cancer,patient,has disease,has disease,34226296
patient,d2 lymph node dissection,occurs in,occurs in,34226296
patient,radiotherapy,may_treat,may_treat,34226296
patient,age,may_diagnose,may_diagnose,34226296
Pulmonary toxicity induced by radiation therapy,Breast cancer treatment,may_treat,may_treat,34226162
targeted agent,gastrointestinal cancer,may_treat,may_treat,34226158
targeted agent,older patient,occurs in patient treated with drug,occurs in patient treated with drug,34226158
toxicity profile,older patient,protects,protects,34226158
efficacy,older patient,protects,protects,34226158
safety,older patient,protects,protects,34226158
colorectal cancer,older patient,may_diagnose,may_diagnose,34226158
geriatric oncology,older patient,realizes,realizes,34226158
pertuzumab,trastuzumab,combined with,drug associated with AE,34224826
pertuzumab,docetaxel,combined with,drug associated with AE,34224826
pertuzumab,breast cancer,may_treat,may_treat,34224826
trastuzumab,breast cancer,may_treat,may_treat,34224826
docetaxel,breast cancer,may_treat,may_treat,34224826
breast cancer,aromatase enzyme,has part,has part,34218783
aromatase enzyme,estrogen,produces,produces,34218783
aromatase enzyme,androgen,produces,produces,34218783
aromatase inhibitor,breast cancer,may_treat,may_treat,34218783
interleukin il2,cancer progression,may_prevent,may_prevent,34218217
interleukin il2,advanced/metastatic melanoma,may_treat,may_treat,34218217
interleukin il2,renal cell carcinoma,may_treat,may_treat,34218217
high-dose il2 therapy,toxicity,may_cause,may_cause,34218217
high-dose il2 therapy,endothelial cell,interferes_with,interferes_with,34218217
high-dose il2 therapy,effector t cell,interferes_with,interferes_with,34218217
cytokine therapy,engineered il2 variant,may_improve,may_improve,34218217
engineered il2 variant,cancer immunotherapy,may_treat,may_treat,34218217
ChitosanMagnetiteReduced Graphene Oxide Nanocomposites,Curcumin,drug associated with AE,drug associated with AE,34216673
Curcumin,MCF7 Breast Cancer Cell,treated with drug,treated with drug,34216673
Water-in-Oil Emulsification Procedure,ChitosanMagnetiteReduced Graphene Oxide Nanocomposites,example of usage,example of usage,34216673
FTIR,ChitosanMagnetiteReduced Graphene Oxide Nanocomposites,realized in,realized in,34216673
XRD,ChitosanMagnetiteReduced Graphene Oxide Nanocomposites,realized in,realized in,34216673
Dynamic Light Scattering Analyzer,ChitosanMagnetiteReduced Graphene Oxide Nanocomposites,realized in,realized in,34216673
Zeta Potential Measurement,ChitosanMagnetiteReduced Graphene Oxide Nanocomposites,realized in,realized in,34216673
SEM Mapping,ChitosanMagnetiteReduced Graphene Oxide Nanocomposites,realized in,realized in,34216673
EDX Diagram Measurement,ChitosanMagnetiteReduced Graphene Oxide Nanocomposites,realized in,realized in,34216673
MTT Assay,ChitosanMagnetiteReduced Graphene Oxide Nanocomposites,produces,produces,34216673
MCF7 Breast Cancer Cell,Curcumin,induced_by,induced_by,34216673
Dialysis Method,Curcumin,realized in,realized in,34216673
ramucirumab,erlotinib,drug associated with,drug associated with AE,34215931
ramucirumab,osimertinib,drug associated with,drug associated with AE,34215931
ramucirumab,EGFR-mutated non-small cell lung cancer,may_treat,may_treat,34215931
erlotinib,EGFR-mutated non-small cell lung cancer,may_treat,may_treat,34215931
osimertinib,EGFR-mutated non-small cell lung cancer,may_treat,may_treat,34215931
asymptomatic brain metastasis,ramucirumab,occurs in patient treated with drug,occurs in patient treated with drug,34215931
hypertension,ramucirumab,drug AE occurs in,drug AE occurs in,34215931
central nervous system hemorrhage,ramucirumab,drug AE occurs in,drug AE occurs in,34215931
immunotherapy,toxicity,may cause,may cause,34215680
adverse event,antitumor reaction,distinct from,distinct from,34215680
liver macrophage,local immunerelated adverse event,promotes,promotes,34215680
tissueresident kupffer cell,liver toxicity,mediates,mediates,34215680
lymphocytederived ifn,il,induces production of,induces,34215680
dendritic cell,tumor control,contributes to,anteriorly connected to,34215680
il12,neutrophil response,prompts,prompts,34215680
inflammatory pathway,neutrophil response,activates,activates,34215680
antipd1 immunotherapy,inflammation,induces,induces,34215680
antictla4 immunotherapy,inflammation,induces,induces,34215680
macrophage,inflammation,implicated in,adverse event occurs in,34215680
neutrophil,inflammation,effector of,bounding layer of,34215680
glioblastoma,temozolomide,may_treat,may_treat,34214730
glioblastoma,tumor treating field,may_treat,may_treat,34214730
tumor treating field,apoptosis,induces,induces,34214730
tumor treating field,immune pathway,correlation with,drug associated with AE in adolescent,34214730
tumor treating field,adverse event,may cause,may cause,34214730
Bevacizumab,Neurofibromatosis type related vestibular schwannomas (NFVS),may_treat,may_treat,34214711
Bevacizumab,Hypertension,drug associated with AE,drug associated with AE,34214711
Bevacizumab,Proteinuria,drug associated with AE,drug associated with AE,34214711
Bevacizumab,Menstrual disorder,drug associated with AE,drug associated with AE,34214711
Bevacizumab,Hemorrhage,drug associated with AE,drug associated with AE,34214711
High-dose regimen,Neurofibromatosis type related vestibular schwannomas (NFVS),may_treat,may_treat,34214711
High-dose regimen,Age,realizes,realizes,34214711
fluorouracil (FU),mucositis,induces,induces,34213984
silk fibroin nanoparticles,tumor cells,drug associated with AE,drug associated with AE,34213984
silk fibroin nanoparticles,mucositis,protects,protects,34213984
silk fibroin nanoparticles,mouse model,realizes,realizes,34213984
large cell lymphoma,gastrointestinal gi,may_diagnose,may_diagnose,34213084
lasparaginase,dog,treated with drug,treated with drug,34213084
large cell lymphoma,ultrasonographic finding,may_diagnose,may_diagnose,34213084
clinical sign,improved,realized in,realized in,34213084
pembrolizumab,ipilimumab,treated with drug,treated with drug,34210681
melanoma,cohort b,has disease,has disease,34210681
cohort b,phase 1 keynote029 study,adjacent_to,adjacent_to,34210681
patient,stage iiiiv melanoma,has disease,has disease,34210681
stage iiiiv melanoma,treatmentnaive,may_prevent,may_prevent,34210681
grade treatmentrelated adverse event,objective response rate,is evidence of,is evidence of,34210681
objective response rate,recist v,realizes,realizes,34210681
autoimmune myocarditis,pembrolizumab,drug AE occurs in,drug AE occurs in,34210681
immunemediated aes,ipilimumab,drug AE occurs in,drug AE occurs in,34210681
infusion reaction,pembrolizumab,drug AE occurs in,drug AE occurs in,34210681
antitumor activity,melanoma,may_treat,may_treat,34210681
immune-based treatment,iatrogenic immunotoxicities,may cause,may cause,34201529
iatrogenic immunotoxicities,immune-related adverse event iraes,may lead to,anteriorly connected to,34201529
immune-related adverse event iraes,neurological iraes,may manifest as,may manifest as,34201529
immune checkpoint inhibitor ici,neurological iraes,associated with,drug associated with AE,34201529
chimeric antigen receptor car t cell immunotherapy,neurological iraes,associated with,drug associated with AE,34201529
mechanism,neurological iraes,impacts,impacts,34201529
higher risk for iraes,neurological iraes,may indicate susceptibility to,connected to,34201529
safety parameter for resuming cancer immunotherapy,neurological iraes,guidelines for managing,guidelines for managing,34201529
hypoxic region,tumor heterogeneity,occurs in,occurs in,34197599
apobec activity,mutation,induces,induces,34197599
genomic instability,apobec activity,realizes,realizes,34197599
entinostat,exemestane,drug associated with AE,drug associated with AE,34196874
entinostat,breast cancer,may_treat,may_treat,34196874
neutropenia,entinostat,drug AE occurs in,drug AE occurs in,34196874
thrombocytopenia,entinostat,drug AE occurs in,drug AE occurs in,34196874
anemia,entinostat,drug AE occurs in,drug AE occurs in,34196874
fatigue,entinostat,drug AE occurs in,drug AE occurs in,34196874
tafasitamab mor208,lenalidomide,combined with,drug associated with AE,34196165
tafasitamab mor208,diffuse large b-cell lymphoma,treated in,treated with drug,34196165
lenalidomide,autologous stem cell transplantation,ineligible for,ineligible for,34196165
patient,cycle,received,received,34196165
patient,complete response,achieved,achieved,34196165
patient,partial response,achieved,achieved,34196165
patient,toxicity,no unexpected,no unexpected,34196165
nivolumab,advanced nsclc,may_treat,may_treat,34196124
patient,performance status,has part,has part,34196124
patient,chemotherapy,induced_by,induced_by,34196124
patient,brain metastasis,has,has disease,34196124
patient,overall survival,has part,has part,34196124
patient,adverse event,occurs in,occurs in,34196124
toxicity,treatment discontinuation,induces,induces,34196124
immunotherapy,lung cancer,may_treat,may_treat,34196124
cisplatin,nephrotoxicity,may cause,may cause,34194837
thrombin,nephrotoxicity,may play a role in,drug associated with AE in adolescent,34194837
dabigatran,nephrotoxicity,may prevent,may_prevent,34194837
nephrotoxicity,kidney,affects,affects,34194837
kidney,apoptosis marker,contains,contains,34194837
kidney,oxidative stress,associated with,drug associated with AE,34194837
kidney,histopathological evaluation,undergoes,undergoes,34194837
kidney,tissue factor,expresses,expresses,34194837
kidney,protease-activated receptor2,expresses,expresses,34194837
kidney,fibrin,contains,contains,34194837
kidney,p53 protein,expresses,expresses,34194837
kidney,cleaved caspase,expresses,expresses,34194837
kidney,erk,expresses,expresses,34194837
kidney,caspase3,expresses,expresses,34194837
rituximab,elderly patient,treated with drug,treated with drug,34193755
elderly patient,indolent b-cell lymphoma,has disease,has disease,34193755
elderly patient,rthpcop therapy,treated with drug,treated with drug,34193755
chimeric antigen receptor t cell therapy,cytokine release syndrome,adverse event occurs in,adverse event occurs in,34191515
safety switch for cart cell,genetic engineering,combined with,drug associated with AE,34191515
safety switch for cart cell,chemical technology,combined with,drug associated with AE,34191515
smallmoleculebased safety switch,fitc folate rimiducid rapamycin proteolysistargeting chimera protac compound,example of usage,example of usage,34191515
smallmoleculebased safety switch,dasatinib,example of usage,example of usage,34191515
smallmoleculebased safety switch,cart cell,may_treat,may_treat,34191515
cart cell,cancer immunotherapy,may_treat,may_treat,34191515
gabapentin,pregabalin,potential pharmacokinetic interaction,potential pharmacokinetic interaction,34191128
pregabalin,melphalan,potential pharmacokinetic interaction,potential pharmacokinetic interaction,34191128
melphalan,peripheral neuropathy,may cause,may cause,34191128
melphalan,multiple myeloma,used in treatment of,bearer of,34191128
multiple myeloma,autologous hematopoietic cell transplant,preceding treatment for,preceding treatment for,34191128
gabapentin,mucosal injury,potential exacerbation of,bearer of,34191128
pregabalin,mucosal injury,potential exacerbation of,bearer of,34191128
mucosal injury,mucositis,may lead to,anteriorly connected to,34191128
mucosal injury,nausea,may lead to,anteriorly connected to,34191128
mucosal injury,vomiting,may lead to,anteriorly connected to,34191128
mucosal injury,diarrhea,may lead to,anteriorly connected to,34191128
mucosal injury,opioid requirement,may lead to,anteriorly connected to,34191128
mucosal injury,treatment-related mortality,may lead to,anteriorly connected to,34191128
mucosal injury,progression-free survival,may affect,may affect,34191128
mucosal injury,overall survival,may affect,may affect,34191128
lenvatinib plus pembrolizumab,endometrial carcinoma,may_treat,may_treat,34190370
lenvatinib plus pembrolizumab,hypothyroidism,drug associated with AE,drug associated with AE,34190370
lenvatinib plus pembrolizumab,hypertension,drug AE occurs in,drug AE occurs in,34190370
lenvatinib plus pembrolizumab,fatigue,drug AE occurs in,drug AE occurs in,34190370
lenvatinib plus pembrolizumab,nausea/vomiting,drug AE occurs in,drug AE occurs in,34190370
lenvatinib plus pembrolizumab,diarrhea,drug AE occurs in,drug AE occurs in,34190370
lenvatinib plus pembrolizumab,decreased appetite/weight loss,drug AE occurs in,drug AE occurs in,34190370
lenvatinib plus pembrolizumab,palmar-plantar erythrodysesthesia syndrome,drug AE occurs in,drug AE occurs in,34190370
lenvatinib plus pembrolizumab,musculoskeletal pain,drug AE occurs in,drug AE occurs in,34190370
lenvatinib plus pembrolizumab,stomatitis,drug AE occurs in,drug AE occurs in,34190370
lenvatinib plus pembrolizumab,proteinuria,drug AE occurs in,drug AE occurs in,34190370
COVID-19,vaccination,may_prevent,may_prevent,34189948
COVID-19,cancer patient,occurs in patient having disease,occurs in patient having disease,34189948
cancer patient,immunosuppression,has disease,has disease,34189948
immune checkpoint inhibitor (ICI),COVID-19,may_prevent,may_prevent,34189948
immune checkpoint inhibitor (ICI),vaccination,may_prevent,may_prevent,34189948
Trabectedin,Pegylated liposomal doxorubicin,treated with drug,treated with drug,34189636
Trabectedin,Ovarian cancer,may_treat,may_treat,34189636
Pegylated liposomal doxorubicin,Ovarian cancer,may_treat,may_treat,34189636
Trabectedin,Japanese patients,occurs in patient treated with drug,occurs in patient treated with drug,34189636
radium223,metastatic castrationresistant prostate cancer,drug associated with AE,drug associated with AE,34187853
radium223,external beam radiotherapy,may_treat,may_treat,34187853
radium223,prostate,may_treat,may_treat,34187853
combination radium223 pelvic ebrt,prostate,may_treat,may_treat,34187853
bone metastatic mhspc,hormonesensitive prostate cancer,has disease,has disease,34187853
androgen deprivation therapy,bone metastatic mhspc,may_treat,may_treat,34187853
